2025-05-14 22:32:24,192.168.1.102,FAIL,Front 3 WiFi
2025-05-14 22:32:27,192.168.1.103,FAIL,Side 4 LAN
2025-05-14 22:32:30,192.168.1.101,OK  ,Driveway 2 WiFi
2025-05-14 22:32:30,192.168.1.100,OK  ,Back 1 WiFi
